id	survived	pclass	age	sibsp	parch	fare	sex_female	sex_male	embarked_C	embarked_Q	embarked_S
3	1	1	35.0	1	0	53.1	1	0	0	0	1
4	0	3	35.0	0	0	8.05	0	1	0	0	1
7	0	3	2.0	3	1	21.075	0	1	0	0	1
9	1	2	14.0	1	0	30.0708	1	0	1	0	0
11	1	1	58.0	0	0	26.55	1	0	0	0	1
13	0	3	39.0	1	5	31.275	0	1	0	0	1
16	0	3	2.0	4	1	29.125	0	1	0	1	0
19	1	3		0	0	7.225	1	0	1	0	0
23	1	1	28.0	0	0	35.5	0	1	0	0	1
24	0	3	8.0	3	1	21.075	1	0	0	0	1
25	1	3	38.0	1	5	31.3875	1	0	0	0	1
26	0	3		0	0	7.225	0	1	1	0	0
28	1	3		0	0	7.8792	1	0	0	1	0
29	0	3		0	0	7.8958	0	1	0	0	1
32	1	3		0	0	7.75	1	0	0	1	0
33	0	2	66.0	0	0	10.5	0	1	0	0	1
36	1	3		0	0	7.2292	0	1	1	0	0
41	0	2	27.0	1	0	21.0	1	0	0	0	1
42	0	3		0	0	7.8958	0	1	1	0	0
43	1	2	3.0	1	2	41.5792	1	0	1	0	0
44	1	3	19.0	0	0	7.8792	1	0	0	1	0
47	1	3		0	0	7.75	1	0	0	1	0
53	1	2	29.0	1	0	26.0	1	0	0	0	1
56	1	2	21.0	0	0	10.5	1	0	0	0	1
57	0	3	28.5	0	0	7.2292	0	1	1	0	0
58	1	2	5.0	1	2	27.75	1	0	0	0	1
59	0	3	11.0	5	2	46.9	0	1	0	0	1
61	1	1	38.0	0	0	80.0	1	0	0	0	0
63	0	3	4.0	3	2	27.9	0	1	0	0	1
67	0	3	19.0	0	0	8.1583	0	1	0	0	1
69	0	3	26.0	2	0	8.6625	0	1	0	0	1
70	0	2	32.0	0	0	10.5	0	1	0	0	1
72	0	2	21.0	0	0	73.5	0	1	0	0	1
73	0	3	26.0	1	0	14.4542	0	1	1	0	0
80	0	3	22.0	0	0	9.0	0	1	0	0	1
82	1	3		0	0	7.7875	1	0	0	1	0
83	0	1	28.0	0	0	47.1	0	1	0	0	1
84	1	2	17.0	0	0	10.5	1	0	0	0	1
86	0	3	16.0	1	3	34.375	0	1	0	0	1
87	0	3		0	0	8.05	0	1	0	0	1
88	1	1	23.0	3	2	263.0	1	0	0	0	1
91	0	3	20.0	0	0	7.8542	0	1	0	0	1
93	0	3	26.0	1	2	20.575	0	1	0	0	1
94	0	3	59.0	0	0	7.25	0	1	0	0	1
95	0	3		0	0	8.05	0	1	0	0	1
98	1	2	34.0	0	1	23.0	1	0	0	0	1
99	0	2	34.0	1	0	26.0	0	1	0	0	1
106	1	3	21.0	0	0	7.65	1	0	0	0	1
110	0	1	47.0	0	0	52.0	0	1	0	0	1
111	0	3	14.5	1	0	14.4542	1	0	1	0	0
112	0	3	22.0	0	0	8.05	0	1	0	0	1
114	0	3	17.0	0	0	14.4583	1	0	1	0	0
115	0	3	21.0	0	0	7.925	0	1	0	0	1
117	0	2	29.0	1	0	21.0	0	1	0	0	1
119	0	3	2.0	4	2	31.275	1	0	0	0	1
120	0	2	21.0	2	0	73.5	0	1	0	0	1
121	0	3		0	0	8.05	0	1	0	0	1
123	1	2	32.5	0	0	13.0	1	0	0	0	1
125	1	3	12.0	1	0	11.2417	0	1	1	0	0
126	0	3		0	0	7.75	0	1	0	1	0
128	1	3		1	1	22.3583	1	0	1	0	0
129	0	3	45.0	0	0	6.975	0	1	0	0	1
130	0	3	33.0	0	0	7.8958	0	1	1	0	0
131	0	3	20.0	0	0	7.05	0	1	0	0	1
134	0	2	25.0	0	0	13.0	0	1	0	0	1
135	0	2	23.0	0	0	15.0458	0	1	1	0	0
136	1	1	19.0	0	2	26.2833	1	0	0	0	1
137	0	1	37.0	1	0	53.1	0	1	0	0	1
138	0	3	16.0	0	0	9.2167	0	1	0	0	1
139	0	1	24.0	0	0	79.2	0	1	1	0	0
143	0	3	19.0	0	0	6.75	0	1	0	1	0
146	1	3	27.0	0	0	7.7958	0	1	0	0	1
147	0	3	9.0	2	2	34.375	1	0	0	0	1
148	0	2	36.5	0	2	26.0	0	1	0	0	1
149	0	2	42.0	0	0	13.0	0	1	0	0	1
151	1	1	22.0	1	0	66.6	1	0	0	0	1
152	0	3	55.5	0	0	8.05	0	1	0	0	1
153	0	3	40.5	0	2	14.5	0	1	0	0	1
160	0	3	44.0	0	1	16.1	0	1	0	0	1
163	0	3	17.0	0	0	8.6625	0	1	0	0	1
164	0	3	1.0	4	1	39.6875	0	1	0	0	1
166	1	1		0	1	55.0	1	0	0	0	1
168	0	1		0	0	25.925	0	1	0	0	1
169	0	3	28.0	0	0	56.4958	0	1	0	0	1
174	0	1	56.0	0	0	30.6958	0	1	1	0	0
176	0	3		3	1	25.4667	0	1	0	0	1
177	0	1	50.0	0	0	28.7125	1	0	1	0	0
180	0	3		8	2	69.55	1	0	0	0	1
182	0	3	9.0	4	2	31.3875	0	1	0	0	1
183	1	2	1.0	2	1	39.0	0	1	0	0	1
184	1	3	4.0	0	2	22.025	1	0	0	0	1
186	1	3		1	0	15.5	1	0	0	1	0
189	0	3	36.0	0	0	7.8958	0	1	0	0	1
191	0	2	19.0	0	0	13.0	0	1	0	0	1
192	1	3	19.0	1	0	7.8542	1	0	0	0	1
195	1	1	58.0	0	0	146.5208	1	0	1	0	0
197	0	3	42.0	0	1	8.4042	0	1	0	0	1
199	0	2	24.0	0	0	13.0	1	0	0	0	1
201	0	3		8	2	69.55	0	1	0	0	1
203	0	3	45.5	0	0	7.225	0	1	1	0	0
207	1	3	26.0	0	0	18.7875	0	1	1	0	0
209	1	1	40.0	0	0	31.0	0	1	1	0	0
212	0	3	22.0	0	0	7.25	0	1	0	0	1
213	0	2	30.0	0	0	13.0	0	1	0	0	1
216	1	3	27.0	0	0	7.925	1	0	0	0	1
217	0	2	42.0	1	0	27.0	0	1	0	0	1
219	0	2	30.0	0	0	10.5	0	1	0	0	1
221	0	2	27.0	0	0	13.0	0	1	0	0	1
224	1	1	38.0	1	0	90.0	0	1	0	0	1
225	0	3	22.0	0	0	9.35	0	1	0	0	1
226	1	2	19.0	0	0	10.5	0	1	0	0	1
227	0	3	20.5	0	0	7.25	0	1	0	0	1
228	0	2	18.0	0	0	13.0	0	1	0	0	1
232	0	2	59.0	0	0	13.5	0	1	0	0	1
234	0	2	24.0	0	0	10.5	0	1	0	0	1
237	1	2	8.0	0	2	26.25	1	0	0	0	1
244	0	3	30.0	0	0	7.225	0	1	1	0	0
246	0	3	25.0	0	0	7.775	1	0	0	0	1
248	1	1	37.0	1	1	52.5542	0	1	0	0	1
254	0	3	41.0	0	2	20.2125	1	0	0	0	1
256	1	1		0	0	79.2	1	0	1	0	0
257	1	1	30.0	0	0	86.5	1	0	0	0	1
259	1	2	50.0	0	1	26.0	1	0	0	0	1
260	0	3		0	0	7.75	0	1	0	1	0
265	0	2	36.0	0	0	10.5	0	1	0	0	1
269	1	1	35.0	0	0	135.6333	1	0	0	0	1
273	0	1	37.0	0	1	29.7	0	1	1	0	0
274	1	3		0	0	7.75	1	0	0	1	0
275	1	1	63.0	1	0	77.9583	1	0	0	0	1
276	0	3	45.0	0	0	7.75	1	0	0	0	1
277	0	2		0	0	0.0	0	1	0	0	1
280	0	3	65.0	0	0	7.75	0	1	0	1	0
281	0	3	28.0	0	0	7.8542	0	1	0	0	1
282	0	3	16.0	0	0	9.5	0	1	0	0	1
284	0	1		0	0	26.0	0	1	0	0	1
286	1	3	30.0	0	0	9.5	0	1	0	0	1
287	0	3	22.0	0	0	7.8958	0	1	0	0	1
288	1	2	42.0	0	0	13.0	0	1	0	0	1
289	1	3	22.0	0	0	7.75	1	0	0	1	0
290	1	1	26.0	0	0	78.85	1	0	0	0	1
291	1	1	19.0	1	0	91.0792	1	0	1	0	0
292	0	2	36.0	0	0	12.875	0	1	1	0	0
295	0	1		0	0	27.7208	0	1	1	0	0
296	0	3	23.5	0	0	7.2292	0	1	1	0	0
297	0	1	2.0	1	2	151.55	1	0	0	0	1
300	1	3		0	0	7.75	1	0	0	1	0
305	1	1	0.92	1	2	151.55	0	1	0	0	1
307	1	1	17.0	1	0	108.9	1	0	1	0	0
314	0	2	43.0	1	1	26.25	0	1	0	0	1
321	0	3	27.0	0	0	7.8958	0	1	0	0	1
322	1	2	30.0	0	0	12.35	1	0	0	1	0
323	1	2	22.0	1	1	29.0	1	0	0	0	1
324	0	3		8	2	69.55	0	1	0	0	1
325	1	1	36.0	0	0	135.6333	1	0	1	0	0
326	0	3	61.0	0	0	6.2375	0	1	0	0	1
328	1	3	31.0	1	1	20.525	1	0	0	0	1
329	1	1	16.0	0	1	57.9792	1	0	1	0	0
330	1	3		2	0	23.25	1	0	0	1	0
332	0	1	38.0	0	1	153.4625	0	1	0	0	1
335	0	3		0	0	7.8958	0	1	0	0	1
336	0	1	29.0	1	0	66.6	0	1	0	0	1
339	0	1	45.0	0	0	35.5	0	1	0	0	1
340	1	2	2.0	1	1	26.0	0	1	0	0	1
341	1	1	24.0	3	2	263.0	1	0	0	0	1
343	0	2	25.0	0	0	13.0	0	1	0	0	1
347	1	3		1	0	16.1	1	0	0	0	1
348	1	3	3.0	1	1	15.9	0	1	0	0	1
349	0	3	42.0	0	0	8.6625	0	1	0	0	1
353	0	3	25.0	1	0	17.8	0	1	0	0	1
355	0	3	28.0	0	0	9.5	0	1	0	0	1
357	0	2	38.0	0	0	13.0	1	0	0	0	1
359	1	3		0	0	7.8792	1	0	0	1	0
360	0	3	40.0	1	4	27.9	0	1	0	0	1
365	0	3	30.0	0	0	7.25	0	1	0	0	1
368	1	3		0	0	7.75	1	0	0	1	0
369	1	1	24.0	0	0	69.3	1	0	1	0	0
370	1	1	25.0	1	0	55.4417	0	1	1	0	0
371	0	3	18.0	1	0	6.4958	0	1	0	0	1
373	0	1	22.0	0	0	135.6333	0	1	1	0	0
376	1	3	22.0	0	0	7.25	1	0	0	0	1
377	0	1	27.0	0	2	211.5	0	1	1	0	0
381	1	3	1.0	0	2	15.7417	1	0	1	0	0
383	1	1	35.0	1	0	52.0	1	0	0	0	1
385	0	2	18.0	0	0	73.5	0	1	0	0	1
387	1	2	36.0	0	0	13.0	1	0	0	0	1
388	0	3		0	0	7.7292	0	1	0	1	0
393	1	1	23.0	1	0	113.275	1	0	1	0	0
394	1	3	24.0	0	2	16.7	1	0	0	0	1
396	0	3	31.0	0	0	7.8542	1	0	0	0	1
398	0	2	23.0	0	0	10.5	0	1	0	0	1
400	1	3	39.0	0	0	7.925	0	1	0	0	1
404	0	3	20.0	0	0	8.6625	1	0	0	0	1
405	0	2	34.0	1	0	21.0	0	1	0	0	1
407	1	2	3.0	1	1	18.75	0	1	0	0	1
410	0	3		0	0	7.8958	0	1	0	0	1
411	0	3		0	0	6.8583	0	1	0	1	0
414	1	3	44.0	0	0	7.925	0	1	0	0	1
415	0	3		0	0	8.05	1	0	0	0	1
417	1	2	18.0	0	2	13.0	1	0	0	0	1
419	0	3	10.0	0	2	24.15	1	0	0	0	1
421	0	3	21.0	0	0	7.7333	0	1	0	1	0
423	0	3	28.0	1	1	14.4	1	0	0	0	1
426	1	2	28.0	1	0	26.0	1	0	0	0	1
427	1	2	19.0	0	0	26.0	1	0	0	0	1
429	1	3	32.0	0	0	8.05	0	1	0	0	1
430	1	1	28.0	0	0	26.55	0	1	0	0	1
431	1	3		1	0	16.1	1	0	0	0	1
433	0	3	17.0	0	0	7.125	0	1	0	0	1
435	1	1	14.0	1	2	120.0	1	0	0	0	1
437	1	2	24.0	2	3	18.75	1	0	0	0	1
438	0	1	64.0	1	4	263.0	0	1	0	0	1
442	0	3	25.0	1	0	7.775	0	1	0	0	1
444	1	3		0	0	8.1125	0	1	0	0	1
445	1	1	4.0	0	2	81.8583	0	1	0	0	1
446	1	2	13.0	0	1	19.5	1	0	0	0	1
448	1	3	5.0	2	1	19.2583	1	0	1	0	0
449	1	1	52.0	0	0	30.5	0	1	0	0	1
450	0	2	36.0	1	2	27.75	0	1	0	0	1
454	0	3		0	0	8.05	0	1	0	0	1
455	1	3	29.0	0	0	7.8958	0	1	1	0	0
459	0	3		0	0	7.75	0	1	0	1	0
461	0	3	34.0	0	0	8.05	0	1	0	0	1
463	0	2	48.0	0	0	13.0	0	1	0	0	1
464	0	3		0	0	8.05	0	1	0	0	1
466	0	2		0	0	0.0	0	1	0	0	1
468	0	3		0	0	7.725	0	1	0	1	0
469	1	3	0.75	2	1	19.2583	1	0	1	0	0
470	0	3		0	0	7.25	0	1	0	0	1
472	1	2	33.0	1	2	27.75	1	0	0	0	1
473	1	2	23.0	0	0	13.7917	1	0	1	0	0
478	0	3	22.0	0	0	7.5208	0	1	0	0	1
480	0	3	9.0	5	2	46.9	0	1	0	0	1
486	1	1	35.0	1	0	90.0	1	0	0	0	1
488	0	3	30.0	0	0	8.05	0	1	0	0	1
490	0	3		1	0	19.9667	0	1	0	0	1
497	0	3		0	0	15.1	0	1	0	0	1
498	0	1	25.0	1	2	151.55	1	0	0	0	1
499	0	3	24.0	0	0	7.7958	0	1	0	0	1
502	0	3		0	0	7.6292	1	0	0	1	0
504	1	1	16.0	0	0	86.5	1	0	0	0	1
507	1	1		0	0	26.55	0	1	0	0	1
508	0	3	28.0	0	0	22.525	0	1	0	0	1
509	1	3	26.0	0	0	56.4958	0	1	0	0	1
510	1	3	29.0	0	0	7.75	0	1	0	1	0
512	1	1	36.0	0	0	26.2875	0	1	0	0	1
514	0	3	24.0	0	0	7.4958	0	1	0	0	1
515	0	1	47.0	0	0	34.0208	0	1	0	0	1
517	0	3		0	0	24.15	0	1	0	1	0
525	0	3	40.5	0	0	7.75	0	1	0	1	0
528	0	3	39.0	0	0	7.925	0	1	0	0	1
534	0	3	30.0	0	0	8.6625	1	0	0	0	1
536	0	1	45.0	0	0	26.55	0	1	0	0	1
537	1	1	30.0	0	0	106.425	1	0	1	0	0
539	1	1	22.0	0	2	49.5	1	0	1	0	0
540	1	1	36.0	0	2	71.0	1	0	0	0	1
541	0	3	9.0	4	2	31.275	1	0	0	0	1
543	1	2	32.0	1	0	26.0	0	1	0	0	1
544	0	1	50.0	1	0	106.425	0	1	1	0	0
546	1	2	19.0	1	0	26.0	1	0	0	0	1
547	1	2		0	0	13.8625	0	1	1	0	0
548	0	3	33.0	1	1	20.525	0	1	0	0	1
550	1	1	17.0	0	2	110.8833	0	1	1	0	0
551	0	2	27.0	0	0	26.0	0	1	0	0	1
552	0	3		0	0	7.8292	0	1	0	1	0
554	1	3	22.0	0	0	7.775	1	0	0	0	1
555	0	1	62.0	0	0	26.55	0	1	0	0	1
556	1	1	48.0	1	0	39.6	1	0	1	0	0
559	1	3	36.0	1	0	17.4	1	0	0	0	1
560	0	3		0	0	7.75	0	1	0	1	0
562	0	2	28.0	0	0	13.5	0	1	0	0	1
565	0	3	24.0	2	0	24.15	0	1	0	0	1
568	0	3		0	0	7.2292	0	1	1	0	0
569	1	3	32.0	0	0	7.8542	0	1	0	0	1
571	1	1	53.0	2	0	51.4792	1	0	0	0	1
574	0	3	16.0	0	0	8.05	0	1	0	0	1
575	0	3	19.0	0	0	14.5	0	1	0	0	1
576	1	2	34.0	0	0	13.0	1	0	0	0	1
577	1	1	39.0	1	0	55.9	1	0	0	0	1
579	1	3	32.0	0	0	7.925	0	1	0	0	1
581	1	1	39.0	1	1	110.8833	1	0	1	0	0
582	0	2	54.0	0	0	26.0	0	1	0	0	1
584	0	3		0	0	8.7125	0	1	1	0	0
586	0	2	47.0	0	0	15.0	0	1	0	0	1
589	0	3		0	0	8.05	0	1	0	0	1
590	0	3	35.0	0	0	7.125	0	1	0	0	1
591	1	1	52.0	1	0	78.2667	1	0	1	0	0
593	0	3		0	2	7.75	1	0	0	1	0
594	0	2	37.0	1	0	26.0	0	1	0	0	1
595	0	3	36.0	1	1	24.15	0	1	0	0	1
598	0	3		0	0	7.225	0	1	1	0	0
599	1	1	49.0	1	0	56.9292	0	1	1	0	0
600	1	2	24.0	2	1	27.0	1	0	0	0	1
601	0	3		0	0	7.8958	0	1	0	0	1
602	0	1		0	0	42.4	0	1	0	0	1
604	1	1	35.0	0	0	26.55	0	1	1	0	0
605	0	3	36.0	1	0	15.55	0	1	0	0	1
606	0	3	30.0	0	0	7.8958	0	1	0	0	1
607	1	1	27.0	0	0	30.5	0	1	0	0	1
608	1	2	22.0	1	2	41.5792	1	0	1	0	0
610	0	3	39.0	1	5	31.275	1	0	0	0	1
611	0	3		0	0	7.05	0	1	0	0	1
613	0	3		0	0	7.75	0	1	0	1	0
616	0	3	34.0	1	1	14.4	0	1	0	0	1
617	0	3	26.0	1	0	16.1	1	0	0	0	1
621	1	1	42.0	1	0	52.5542	0	1	0	0	1
622	1	3	20.0	1	1	15.7417	0	1	1	0	0
623	0	3	21.0	0	0	7.8542	0	1	0	0	1
624	0	3	21.0	0	0	16.1	0	1	0	0	1
628	0	3	26.0	0	0	7.8958	0	1	0	0	1
629	0	3		0	0	7.7333	0	1	0	1	0
630	1	1	80.0	0	0	30.0	0	1	0	0	1
633	0	1		0	0	0.0	0	1	0	0	1
636	0	3	32.0	0	0	7.925	0	1	0	0	1
637	0	2	31.0	1	1	26.25	0	1	0	0	1
639	0	3		1	0	16.1	0	1	0	0	1
640	0	3	20.0	0	0	7.8542	0	1	0	0	1
641	1	1	24.0	0	0	69.3	1	0	1	0	0
645	1	1	48.0	1	0	76.7292	0	1	1	0	0
649	1	3	23.0	0	0	7.55	1	0	0	0	1
651	1	2	18.0	0	1	23.0	1	0	0	0	1
659	0	1	58.0	0	2	113.275	0	1	1	0	0
660	1	1	50.0	2	0	133.65	0	1	0	0	1
661	0	3	40.0	0	0	7.225	0	1	1	0	0
662	0	1	47.0	0	0	25.5875	0	1	0	0	1
663	0	3	36.0	0	0	7.4958	0	1	0	0	1
664	1	3	20.0	1	0	7.925	0	1	0	0	1
665	0	2	32.0	2	0	73.5	0	1	0	0	1
667	0	3		0	0	7.775	0	1	0	0	1
668	0	3	43.0	0	0	8.05	0	1	0	0	1
670	1	2	40.0	1	1	39.0	1	0	0	0	1
673	1	2	31.0	0	0	13.0	0	1	0	0	1
675	0	3	18.0	0	0	7.775	0	1	0	0	1
677	1	3	18.0	0	0	9.8417	1	0	0	0	1
679	1	1	36.0	0	1	512.3292	0	1	1	0	0
682	0	3	20.0	0	0	9.225	0	1	0	0	1
684	0	2	60.0	1	1	39.0	0	1	0	0	1
685	0	2	25.0	1	2	41.5792	0	1	1	0	0
687	0	3	19.0	0	0	10.1708	0	1	0	0	1
689	1	1	15.0	0	1	211.3375	1	0	0	0	1
690	1	1	31.0	1	0	57.0	0	1	0	0	1
691	1	3	4.0	0	1	13.4167	1	0	1	0	0
692	1	3		0	0	56.4958	0	1	0	0	1
696	0	3	44.0	0	0	8.05	0	1	0	0	1
697	1	3		0	0	7.7333	1	0	0	1	0
699	0	3	42.0	0	0	7.65	0	1	0	0	1
702	0	3	18.0	0	1	14.4542	1	0	1	0	0
703	0	3	25.0	0	0	7.7417	0	1	0	1	0
705	0	2	39.0	0	0	26.0	0	1	0	0	1
707	1	1	42.0	0	0	26.2875	0	1	0	0	1
709	1	3		1	1	15.2458	0	1	1	0	0
711	0	1		0	0	26.55	0	1	0	0	1
714	0	2	52.0	0	0	13.0	0	1	0	0	1
716	1	1	38.0	0	0	227.525	1	0	1	0	0
717	1	2	27.0	0	0	10.5	1	0	0	0	1
719	0	3	33.0	0	0	7.775	0	1	0	0	1
721	0	3	17.0	1	0	7.0542	0	1	0	0	1
723	0	2	50.0	0	0	13.0	0	1	0	0	1
729	0	3	25.0	1	0	7.925	1	0	0	0	1
730	1	1	29.0	0	0	211.3375	1	0	0	0	1
732	0	2		0	0	0.0	0	1	0	0	1
733	0	2	23.0	0	0	13.0	0	1	0	0	1
734	0	2	23.0	0	0	13.0	0	1	0	0	1
736	0	3	48.0	1	3	34.375	1	0	0	0	1
737	1	1	35.0	0	0	512.3292	0	1	1	0	0
739	0	3		0	0	7.8958	0	1	0	0	1
741	0	1	36.0	1	0	78.85	0	1	0	0	1
743	0	3	24.0	1	0	16.1	0	1	0	0	1
745	0	1	70.0	1	1	71.0	0	1	0	0	1
746	0	3	16.0	1	1	20.25	0	1	0	0	1
747	1	2	30.0	0	0	13.0	1	0	0	0	1
748	0	1	19.0	1	0	53.1	0	1	0	0	1
749	0	3	31.0	0	0	7.75	0	1	0	1	0
751	1	3	6.0	0	1	12.475	0	1	0	0	1
754	1	2	48.0	1	2	65.0	1	0	0	0	1
755	1	2	0.67	1	1	14.5	0	1	0	0	1
756	0	3	28.0	0	0	7.7958	0	1	0	0	1
757	0	2	18.0	0	0	11.5	0	1	0	0	1
758	0	3	34.0	0	0	8.05	0	1	0	0	1
759	1	1	33.0	0	0	86.5	1	0	0	0	1
763	1	1	36.0	1	2	120.0	1	0	0	0	1
765	1	1	51.0	1	0	77.9583	1	0	0	0	1
767	0	3	30.5	0	0	7.75	1	0	0	1	0
770	0	3	24.0	0	0	9.5	0	1	0	0	1
772	0	2	57.0	0	0	10.5	1	0	0	0	1
773	0	3		0	0	7.225	0	1	1	0	0
774	1	2	54.0	1	3	23.0	1	0	0	0	1
775	0	3	18.0	0	0	7.75	0	1	0	0	1
776	0	3		0	0	7.75	0	1	0	1	0
777	1	3	5.0	0	0	12.475	1	0	0	0	1
779	1	1	43.0	0	1	211.3375	1	0	0	0	1
781	1	1	17.0	1	0	57.0	1	0	0	0	1
783	0	3		1	2	23.45	0	1	0	0	1
789	0	1	46.0	0	0	79.2	0	1	1	0	0
790	0	3		0	0	7.75	0	1	0	1	0
791	0	2	16.0	0	0	26.0	0	1	0	0	1
792	0	3		8	2	69.55	1	0	0	0	1
793	0	1		0	0	30.6958	0	1	1	0	0
794	0	3	25.0	0	0	7.8958	0	1	0	0	1
795	0	2	39.0	0	0	13.0	0	1	0	0	1
797	1	3	31.0	0	0	8.6833	1	0	0	0	1
798	0	3	30.0	0	0	7.2292	0	1	1	0	0
801	1	2	31.0	1	1	26.25	1	0	0	0	1
802	1	1	11.0	1	2	120.0	0	1	0	0	1
804	1	3	27.0	0	0	6.975	0	1	0	0	1
805	0	3	31.0	0	0	7.775	0	1	0	0	1
809	1	1	33.0	1	0	53.1	1	0	0	0	1
812	0	2	35.0	0	0	10.5	0	1	0	0	1
814	0	3	30.5	0	0	8.05	0	1	0	0	1
821	1	3	27.0	0	0	8.6625	0	1	0	0	1
824	0	3	2.0	4	1	39.6875	0	1	0	0	1
826	0	3		0	0	56.4958	0	1	0	0	1
828	1	3		0	0	7.75	0	1	0	1	0
829	1	1	62.0	0	0	80.0	1	0	0	0	0
830	1	3	15.0	1	0	14.4542	1	0	1	0	0
831	1	2	0.83	1	1	18.75	0	1	0	0	1
834	0	3	18.0	0	0	8.3	0	1	0	0	1
835	1	1	39.0	1	1	83.1583	1	0	1	0	0
836	0	3	21.0	0	0	8.6625	0	1	0	0	1
840	0	3	20.0	0	0	7.925	0	1	0	0	1
842	1	1	30.0	0	0	31.0	1	0	1	0	0
844	0	3	17.0	0	0	8.6625	0	1	0	0	1
845	0	3	42.0	0	0	7.55	0	1	0	0	1
846	0	3		8	2	69.55	0	1	0	0	1
847	0	3	35.0	0	0	7.8958	0	1	1	0	0
849	1	1		1	0	89.1042	1	0	1	0	0
850	0	3	4.0	4	2	31.275	0	1	0	0	1
853	1	1	16.0	0	1	39.4	1	0	0	0	1
854	0	2	44.0	1	0	26.0	1	0	0	0	1
855	1	3	18.0	0	1	9.35	1	0	0	0	1
856	1	1	45.0	1	1	164.8667	1	0	0	0	1
858	1	3	24.0	0	3	19.2583	1	0	1	0	0
860	0	3	41.0	2	0	14.1083	0	1	0	0	1
861	0	2	21.0	1	0	11.5	0	1	0	0	1
863	0	3		8	2	69.55	1	0	0	0	1
865	1	2	42.0	0	0	13.0	1	0	0	0	1
867	0	1	31.0	0	0	50.4958	0	1	0	0	1
868	0	3		0	0	9.5	0	1	0	0	1
869	1	3	4.0	1	1	11.1333	0	1	0	0	1
871	1	1	47.0	1	1	52.5542	1	0	0	0	1
872	0	1	33.0	0	0	5.0	0	1	0	0	1
873	0	3	47.0	0	0	9.0	0	1	0	0	1
874	1	2	28.0	1	0	24.0	1	0	1	0	0
879	1	1	56.0	0	1	83.1583	1	0	1	0	0
884	0	3	25.0	0	0	7.05	0	1	0	0	1
888	0	3		1	2	23.45	1	0	0	0	1
